,SPEAKER,SENTENCE,개체명,지식베이스,intent_cat
144,고객,"It's Jieseu25Suseonghwanggeumjeom, right? Would you like to pay with KakaoPay or receive Onnuri gift vouchers?","Jieseu25Suseonghwanggeumjeom, 여기, 카카오페이, 온누리상품권","Jieseu25Suseonghwanggeumjeom|상호, KakaoPay|결제방식, Onnuri gift vouchers|상품권",결제_방식문의
145,고객,"It's Pochahanjanhalkka, right? Would you like to pay with KakaoPay or receive Onnuri gift vouchers?","Pochahanjanhalkka, 여기, 카카오페이, 온누리상품권","Pochahanjanhalkka|상호, KakaoPay|결제방식, Onnuri gift vouchers|상품권",결제_방식문의
146,고객,"It's Owol.Chobap, right? So do you accept cash and KakaoPay isn't available here?","Owol.Chobap, 현금, 여기, 카카오페이","Owol.Chobap|상호, cash|결제방식, KakaoPay|결제방식",결제_방식문의
147,고객,"It's Hwigemungodaegujijeom, right? So do you accept cash and KakaoPay isn't available here?","Hwigemungodaegujijeom, 현금, 여기, 카카오페이","Hwigemungodaegujijeom|상호, cash|결제방식, KakaoPay|결제방식",결제_방식문의
148,고객,"It's EseumaketKidsLottePremiumOutletPajujeom, right? So do you accept cash and KakaoPay isn't available here?","EseumaketKidsLottePremiumOutletPajujeom, 현금, 여기, 카카오페이","EseumaketKidsLottePremiumOutletPajujeom|상호, cash|결제방식, KakaoPay|결제방식",결제_방식문의
149,고객,"It's daincoffee&maekju, right? Can I pay with Kakao Pay?","daincoffee&maekju, 카카오페이, 결제","daincoffee&maekju|상호, Kakao Pay|결제방식",결제_방식문의
150,고객,"It's Jajangnamu, right? Can I pay with Kakao Pay?","Jajangnamu, 카카오페이, 결제","Jajangnamu|상호, Kakao Pay|결제방식",결제_방식문의
151,고객,"It's Geumdangnomatjip, right? Can I pay with Kakao Pay?","Geumdangnomatjip, 카카오페이, 결제","Geumdangnomatjip|상호, Kakao Pay|결제방식",결제_방식문의
152,고객,"It's jjangdolChicKen, right? Is KakaoPay payment available?","jjangdolChicKen, 카카오페이, 결제","jjangdolChicKen|상호, KakaoPay|결제종류",결제_방식문의
153,고객,"It's Myeongdongmungu, right? Is KakaoPay payment available?","Myeongdongmungu, 카카오페이, 결제","Myeongdongmungu|상호, KakaoPay|결제종류",결제_방식문의
154,고객,"It's JeonguktongilDakbal, right? Is KakaoPay payment available?","JeonguktongilDakbal, 카카오페이, 결제","JeonguktongilDakbal|상호, KakaoPay|결제종류",결제_방식문의
155,고객,"It's DaejangGalbi, right? Does KakaoPay work too?","DaejangGalbi, 카카오페이","DaejangGalbi|상호, KakaoPay|결제종류",결제_방식문의
156,고객,"It's MedipamJigongnyakguk, right? Does KakaoPay work too?","MedipamJigongnyakguk, 카카오페이","MedipamJigongnyakguk|상호, KakaoPay|결제종류",결제_방식문의
157,고객,"It's Beokingeobinje3Hojeom, right? Does KakaoPay work too?","Beokingeobinje3Hojeom, 카카오페이","Beokingeobinje3Hojeom|상호, KakaoPay|결제종류",결제_방식문의
158,고객,"It's Deo13wol, right? Can I pay with KakaoPay?","Deo13wol, 카카오페이, 결제","Deo13wol|상호, KakaoPay|결제종류",결제_방식문의
159,고객,"It's JeksiMixSinsegyeCentumCityMoljeom, right? Can I pay with KakaoPay?","JeksiMixSinsegyeCentumCityMoljeom, 카카오페이, 결제","JeksiMixSinsegyeCentumCityMoljeom|상호, KakaoPay|결제종류",결제_방식문의
160,고객,"It's Bonjuk&bibimbap, right? Can I pay with KakaoPay?","Bonjuk&bibimbap, 카카오페이, 결제","Bonjuk&bibimbap|상호, KakaoPay|결제종류",결제_방식문의
161,고객,"It's GabaewonCoffee, right? Is Samsung Pay possible?","GabaewonCoffee, 삼성페이","GabaewonCoffee|상호, Samsung Pay|결제종류",결제_방식문의
162,고객,"It's Hyeonmuamdalkkangjeong, right? Is Samsung Pay possible?","Hyeonmuamdalkkangjeong, 삼성페이","Hyeonmuamdalkkangjeong|상호, Samsung Pay|결제종류",결제_방식문의
163,고객,"It's Moaangyeongwon, right? Is Samsung Pay possible?","Moaangyeongwon, 삼성페이","Moaangyeongwon|상호, Samsung Pay|결제종류",결제_방식문의
164,고객,"It's Ihwasigolbapsang, right? Does it work with Samsung Pay or Kakao Pay?","Ihwasigolbapsang, 삼성페이, 카카오페이","Ihwasigolbapsang|상호, Samsung Pay|결제종류, Kakao Pay|결제종류",결제_방식문의
165,고객,"It's ISajugonggan, right? Does it work with Samsung Pay or Kakao Pay?","ISajugonggan, 삼성페이, 카카오페이","ISajugonggan|상호, Samsung Pay|결제종류, Kakao Pay|결제종류",결제_방식문의
166,고객,"It's EiwonPCbang, right? Does it work with Samsung Pay or Kakao Pay?","EiwonPCbang, 삼성페이, 카카오페이","EiwonPCbang|상호, Samsung Pay|결제종류, Kakao Pay|결제종류",결제_방식문의
167,고객,"It's Okcheonendolpin, right? Can I use KakaoPay or Samsung Pay?","Okcheonendolpin, 카카오페이, 삼성페이","Okcheonendolpin|상호, KakaoPay|결제종류, Samsung Pay|결제종류",결제_방식문의
168,고객,"It's Gimgunine, right? Can I use KakaoPay or Samsung Pay?","Gimgunine, 카카오페이, 삼성페이","Gimgunine|상호, KakaoPay|결제종류, Samsung Pay|결제종류",결제_방식문의
169,고객,"It's DosiSaeu, right? Can I use KakaoPay or Samsung Pay?","DosiSaeu, 카카오페이, 삼성페이","DosiSaeu|상호, KakaoPay|결제종류, Samsung Pay|결제종류",결제_방식문의
170,고객,"It's DamsobanJipbap, right? Does Samsung Pay work for payment?","DamsobanJipbap, 삼성페이, 결제","DamsobanJipbap|상호, Samsung Pay|결제종류",결제_방식문의
171,고객,"It's OceanSkyNampojihasyopingCenterJeom, right? Does Samsung Pay work for payment?","OceanSkyNampojihasyopingCenterJeom, 삼성페이, 결제","OceanSkyNampojihasyopingCenterJeom|상호, Samsung Pay|결제종류",결제_방식문의
172,고객,"It's E-CAFE, right? Does Samsung Pay work for payment?","E-CAFE, 삼성페이, 결제","E-CAFE|상호, Samsung Pay|결제종류",결제_방식문의
173,고객,"It's ZERAZIN, right? Do you accept KakaoPay payments?","ZERAZIN, 카카오페이, 결제","ZERAZIN|상호, KakaoPay|결제방식",결제_방식문의
174,고객,"It's MyeonggaMannaGalbi, right? Do you accept KakaoPay payments?","MyeonggaMannaGalbi, 카카오페이, 결제","MyeonggaMannaGalbi|상호, KakaoPay|결제방식",결제_방식문의
175,고객,"It's VayresTeu, right? Do you accept KakaoPay payments?","VayresTeu, 카카오페이, 결제","VayresTeu|상호, KakaoPay|결제방식",결제_방식문의
176,고객,"It's YonginnongchontemaParkNonggyeongmunhwajeonsigwan, right? I will pay, can I use KakaoPay?","YonginnongchontemaParkNonggyeongmunhwajeonsigwan, 결제, 카카오페이","YonginnongchontemaParkNonggyeongmunhwajeonsigwan|상호, KakaoPay|결제방식",결제_방식문의
177,고객,"It's Singnaeunjeon, right? I will pay, can I use KakaoPay?","Singnaeunjeon, 결제, 카카오페이","Singnaeunjeon|상호, KakaoPay|결제방식",결제_방식문의
178,고객,"It's Jwomayangkkochi&yangdariGui, right? I will pay, can I use KakaoPay?","Jwomayangkkochi&yangdariGui, 결제, 카카오페이","Jwomayangkkochi&yangdariGui|상호, KakaoPay|결제방식",결제_방식문의
179,고객,"It's UsongSikdang, right? Is Samsung Pay available?","UsongSikdang, 삼성페이","UsongSikdang|상호, Samsung Pay|결제방식",결제_방식문의
180,고객,"It's BiwonHouse, right? Is Samsung Pay available?","BiwonHouse, 삼성페이","BiwonHouse|상호, Samsung Pay|결제방식",결제_방식문의
181,고객,"It's BaroPasta&baroDepbapIncheongyeyangjeom, right? Is Samsung Pay available?","BaroPasta&baroDepbapIncheongyeyangjeom, 삼성페이","BaroPasta&baroDepbapIncheongyeyangjeom|상호, Samsung Pay|결제방식",결제_방식문의
182,고객,"It's YunganeTongyeongSaenggul, right? Can I use Kakao Pay with this card?","YunganeTongyeongSaenggul, 카카오페이, 카드","YunganeTongyeongSaenggul|상호, Kakao Pay|결제방식, card|결제방식",결제_방식문의
183,고객,"It's Eoreumgolsanjang, right? Can I use Kakao Pay with this card?","Eoreumgolsanjang, 카카오페이, 카드","Eoreumgolsanjang|상호, Kakao Pay|결제방식, card|결제방식",결제_방식문의
184,고객,"It's Cusasangyutongdanjijeom, right? Can I use Kakao Pay with this card?","Cusasangyutongdanjijeom, 카카오페이, 카드","Cusasangyutongdanjijeom|상호, Kakao Pay|결제방식, card|결제방식",결제_방식문의
185,고객,"It's GwangsanFOOD, right? Can I use Kakao Pay here?","GwangsanFOOD, 여기, 카카오페이","GwangsanFOOD|상호, Kakao Pay|결제방식",결제_방식문의
186,고객,"It's Chadollam, right? Can I use Kakao Pay here?","Chadollam, 여기, 카카오페이","Chadollam|상호, Kakao Pay|결제방식",결제_방식문의
187,고객,"It's TACOBELLY, right? Can I use Kakao Pay here?","TACOBELLY, 여기, 카카오페이","TACOBELLY|상호, Kakao Pay|결제방식",결제_방식문의
188,고객,"It's Mallipodoljjajang, right? Does KakaoPay work here? Have you heard of Samsung Pay?","Mallipodoljjajang, 여기, 카카오페이, 결제, 삼성페이","Mallipodoljjajang|상호, KakaoPay|결제방식, Samsung Pay|결제방식",결제_방식문의
189,고객,"It's TeuwinHaitiSsi, right? Does KakaoPay work here? Have you heard of Samsung Pay?","TeuwinHaitiSsi, 여기, 카카오페이, 결제, 삼성페이","TeuwinHaitiSsi|상호, KakaoPay|결제방식, Samsung Pay|결제방식",결제_방식문의
190,고객,"It's YogurtIceCreamUijeongseokEunhaengSeonhwajeom, right? Does KakaoPay work here? Have you heard of Samsung Pay?","YogurtIceCreamUijeongseokEunhaengSeonhwajeom, 여기, 카카오페이, 결제, 삼성페이","YogurtIceCreamUijeongseokEunhaengSeonhwajeom|상호, KakaoPay|결제방식, Samsung Pay|결제방식",결제_방식문의
191,고객,"It's Saenggeukheeosyop, right? Does Kakao Pay work here?","Saenggeukheeosyop, 카카오페이, 결제","Saenggeukheeosyop|상호, Kakao Pay|결제방식",결제_방식문의
192,고객,"It's SpaceBody, right? Does Kakao Pay work here?","SpaceBody, 카카오페이, 결제","SpaceBody|상호, Kakao Pay|결제방식",결제_방식문의
193,고객,"It's Buyeongbujasikdang, right? Does Kakao Pay work here?","Buyeongbujasikdang, 카카오페이, 결제","Buyeongbujasikdang|상호, Kakao Pay|결제방식",결제_방식문의
194,고객,"It's Makchangiyagi, right? Can I pay with KakaoPay?","Makchangiyagi, 계산, 카카오페이, 가능","Makchangiyagi|상호, KakaoPay|결제방식",결제_방식문의
195,고객,"It's GungJangijitteokSindaebang, right? Can I pay with KakaoPay?","GungJangijitteokSindaebang, 계산, 카카오페이, 가능","GungJangijitteokSindaebang|상호, KakaoPay|결제방식",결제_방식문의
196,고객,"It's Bigabihanbok, right? Can I pay with KakaoPay?","Bigabihanbok, 계산, 카카오페이, 가능","Bigabihanbok|상호, KakaoPay|결제방식",결제_방식문의
197,고객,"It's Abekeuon, right? Can I pay with KakaoPay?","Abekeuon, 결제, 카카오페이","Abekeuon|상호, KakaoPay|결제방식",결제_방식문의
198,고객,"It's hwanggeumryungBIGBURGER, right? Can I pay with KakaoPay?","hwanggeumryungBIGBURGER, 결제, 카카오페이","hwanggeumryungBIGBURGER|상호, KakaoPay|결제방식",결제_방식문의
199,고객,"It's Bonttiamo, right? Can I pay with KakaoPay?","Bonttiamo, 결제, 카카오페이","Bonttiamo|상호, KakaoPay|결제방식",결제_방식문의
200,고객,"It's Haeonheeosallong, right? Is payment possible with Kakao Pay?","Haeonheeosallong, 결제, 카카오페이, 가능","Haeonheeosallong|상호, Kakao Pay|결제방식",결제_방식문의
201,고객,"It's CHUNCHEONDAKGALBIbibiri, right? Is payment possible with Kakao Pay?","CHUNCHEONDAKGALBIbibiri, 결제, 카카오페이, 가능","CHUNCHEONDAKGALBIbibiri|상호, Kakao Pay|결제방식",결제_방식문의
202,고객,"It's DeoaekseuFish, right? Is payment possible with Kakao Pay?","DeoaekseuFish, 결제, 카카오페이, 가능","DeoaekseuFish|상호, Kakao Pay|결제방식",결제_방식문의
203,고객,"It's GawisoriIhyeonjeom, right? Yes, is KakaoPay payment possible?","GawisoriIhyeonjeom, 카카오페이, 결제, 가능","GawisoriIhyeonjeom|상호, KakaoPay|결제방식",결제_방식문의
204,고객,"It's AurajihyugeSikdang, right? Yes, is KakaoPay payment possible?","AurajihyugeSikdang, 카카오페이, 결제, 가능","AurajihyugeSikdang|상호, KakaoPay|결제방식",결제_방식문의
205,고객,"It's ArariMandu, right? Yes, is KakaoPay payment possible?","ArariMandu, 카카오페이, 결제, 가능","ArariMandu|상호, KakaoPay|결제방식",결제_방식문의
206,고객,"It's RuKissAteu, right? Is jjajangmyeon 4,000 won at the Chinese restaurant?","RuKissAteu, 짜장면, 홀, 사천 원","RuKissAteu|상호, jjajangmyeon|메뉴, restaurant|장소, 4,000 won|금액",매장_배달
207,고객,"It's KosamuiThai&Aroma, right? Is jjajangmyeon 4,000 won at the Chinese restaurant?","KosamuiThai&Aroma, 짜장면, 홀, 사천 원","KosamuiThai&Aroma|상호, jjajangmyeon|메뉴, restaurant|장소, 4,000 won|금액",매장_배달
208,고객,"It's SUSHIONI, right? Is jjajangmyeon 4,000 won at the Chinese restaurant?","SUSHIONI, 짜장면, 홀, 사천 원","SUSHIONI|상호, jjajangmyeon|메뉴, restaurant|장소, 4,000 won|금액",매장_배달
209,고객,"It's AenimeollaenAqua, right? Can I have something to eat?","AenimeollaenAqua, 밥","AenimeollaenAqua|상호, something|메뉴",매장_영업시간
210,고객,"It's KkeullineSikdang, right? Wasn't it 24 hours here before?","KkeullineSikdang, 여기, 예전, 이십사시간","KkeullineSikdang|상호, 24 hours|시간",매장_영업시간
211,고객,"It's JangyongsannoraebangSuper, right? Has lunch time passed?","JangyongsannoraebangSuper, 점심시간","JangyongsannoraebangSuper|상호, lunch time|시간",매장_영업시간
212,고객,"It's ChwallyeongiInneunGeunal, right? What time does lunch start?","ChwallyeongiInneunGeunal, 점심때, 몇 시, 시작","ChwallyeongiInneunGeunal|상호, lunch|시간",매장_영업시간
213,고객,"It's DeoNitko, right? Is this place open 24 hours?","DeoNitko, 여기, 24시간, 영업","DeoNitko|상호, 24 hours|시간",매장_영업시간
214,고객,"It's Sallongdaum, right? Do you work 24 hours here?","Sallongdaum, 24시간","Sallongdaum|상호, 24 hours|시간",매장_영업시간
215,고객,"It's RanSportsMassage, right? What time does business start this afternoon?","RanSportsMassage, 오늘, 오후, 영업, 시","RanSportsMassage|상호, today|날짜, afternoon|시간",매장_영업시간
216,고객,"It's CafeMameuro, right? I came alone","CafeMameuro, 혼자","CafeMameuro|상호, alone|인원",추천_상품추천
217,고객,"It's Kaimanbabeosyap, right? I came alone","Kaimanbabeosyap, 혼자","Kaimanbabeosyap|상호, alone|인원",추천_상품추천
218,고객,"It's Sinsegyejangnyesikjang, right? Shall I sit here alone?","Sinsegyejangnyesikjang, 혼자, 여기","Sinsegyejangnyesikjang|상호, alone|인원, here|위치",추천_상품추천
219,고객,"It's LgLuxuryBeautyTaejeonjeom, right? Shall I sit here alone?","LgLuxuryBeautyTaejeonjeom, 혼자, 여기","LgLuxuryBeautyTaejeonjeom|상호, alone|인원, here|위치",추천_상품추천
220,고객,"It's TialpiCoffee, right? I am trying to eat alone","TialpiCoffee, 혼자","TialpiCoffee|상호, alone|인원",추천_상품추천
221,고객,"It's Kkomadak, right? I am trying to eat alone","Kkomadak, 혼자","Kkomadak|상호, alone|인원",추천_상품추천
222,고객,"It's B+, right? Can I come alone?","B+, 혼자, 가능","B+|상호, alone|인원",추천_상품추천
223,고객,"It's GyeongsanhanyeosaneCheonggukjang, right? Can I come alone?","GyeongsanhanyeosaneCheonggukjang, 혼자, 가능","GyeongsanhanyeosaneCheonggukjang|상호, alone|인원",추천_상품추천
224,고객,"It's RedJewelry, right? Is it possible to dine alone?","RedJewelry, 일인, 식사, 가능","RedJewelry|상호, alone|인원",추천_상품추천
225,고객,"It's AlphaKaWorld, right? Is it possible to dine alone?","AlphaKaWorld, 일인, 식사, 가능","AlphaKaWorld|상호, alone|인원",추천_상품추천
226,고객,"It's Baebulttugidaepaejip, right? Where should I sit alone?","Baebulttugidaepaejip, 혼자, 어디","Baebulttugidaepaejip|상호, alone|인원",추천_상품추천
227,고객,"It's Andeongnyuseonyakguk, right? Where should I sit alone?","Andeongnyuseonyakguk, 혼자, 어디","Andeongnyuseonyakguk|상호, alone|인원",추천_상품추천
